category,city,country,created_on,description,email,facebook,fax,houseno,id,lat,lon,name,name_ascii,opening_hours,phone,postcode,promoted_until,src_id,state,street,twitter,updated_on,website
food,Wien,AT,1416232799.000000,,,,,23,143.000000,48.205263,16.374529,Tian Restaurant,,Di-Sa 12:00-24:00;Weinbar Di-Sa 17:00-24:00,+43 1 8904665,1010,,osm_node_902496931,,Himmelpfortgasse,,1433782844.000000,http://www.tian-vienna.com
food,Saint Petersburg,US,1418692590.000000,,,,,400,145.000000,27.777371,-82.631548,400 Beach Seafood,,,(727) 896-2400,,,osm_node_919862218,Florida,Beach Drive Northeast,,1433782845.000000,http://www.400beachseafood.com/
food,Saint Petersburg,US,1408767986.000000,,,,,1320,146.000000,27.770905,-82.652357,Ferg's Sports Bar & Grill,,,(727) 822-4562,33705,,osm_node_925524210,Florida,Central Avenue,,1433782845.000000,http://fergssportsbar.com/
food,Middle River,US,1396080298.000000,,,,,836,154.000000,39.347520,-76.450554,Mama Rosa Rotisserie & Grill,,,443-559-5900,21220,,osm_node_966924775,Maryland,Middle River Road,,1433782848.000000,http://mamarosagrill.com/
attraction,,CZ,1385547188.000000,,,,,371,147.000000,49.933594,14.316534,"Dětské Centrum Hobík (školka, kroužky)",,,,25231,,osm_node_929809743,,Karla Majera,,1433782845.000000,http://www.svchobik.cz
default,,CZ,1385681450.000000,,,,,416,148.000000,49.920823,14.236479,gobit.cz - umožňuje přijímat platby v bitcoinech,,,,25230,,osm_node_929935045,,Ve Škabrdli,,1433782846.000000,http://gobit.cz
default,,SE,1396344165.000000,,,,,4B,149.000000,57.654989,11.901764,Primaleva Massage,,,,,,osm_node_936493437,,Lergöksgatan,,1433782846.000000,
attraction,Amsterdam,NL,1396538879.000000,,,,,52-1,150.000000,52.381976,4.870346,Filmhuis Cavia,,,,,,osm_node_936580930,,Van Hallstraat,,1433782847.000000,http://www.filmhuiscavia.nl/
food,,KG,1375365302.000000,,,,,,151.000000,42.843193,74.590591,Dolce Vita,,,,,,osm_node_944997015,,,,1433782847.000000,
food,,IT,1404213034.000000,,,,,,152.000000,45.976382,8.402771,Lago delle Rose,,,,,,osm_node_946572887,,,,1433782848.000000,http://lagodellerose.it/
shopping,,US,1394677112.000000,,,,,,159.000000,40.907667,-74.551956,Macy's,,,,,,osm_node_983512739,New Jersey,,,1433782851.000000,
default,Ljubljana - Polje,SI,1411512949.000000,,,,,18,155.000000,46.049756,14.593367,"BIRBOX, spletna trgovina",,always open,,1260,,osm_node_968593994,,Papirniški trg,,1433782849.000000,http://www.birbox.si
shopping,Beit Sahour,PS,1398541713.000000,,,,,8,156.000000,31.712552,35.224389,Hawsib Information Technologies,,,,,,osm_node_973503722,,Al-Iskan Street,,1433782849.000000,
food,Venlo,NL,1384007933.000000,,,,,20,157.000000,51.367711,6.151096,Adana Grill,,,077-3967640,5921 HM,,osm_node_979110143,,Pepijnstraat,,1433782850.000000,http://www.adanagrill.nl/
food,Venlo,NL,1383999916.000000,,,,,12,158.000000,51.367470,6.151137,Joseph Grill,,,077 387 5152,5921 HM,,osm_node_979110144,,Pepijnstraat,,1433782850.000000,http://www.josephgrill.nl/
shopping,,US,1394676758.000000,,,,,,160.000000,40.907376,-74.555258,Lord & Taylor,,,,,,osm_node_983512746,New Jersey,,,1433782851.000000,
food,,US,1395115329.000000,,,,,16049,165.000000,28.100050,-82.399558,China City,,,813-979-0406,,,osm_node_1033910278,Florida,Tampa Palms Boulevard West,,1433782853.000000,http://chinacity-tampa.com/
food,,NL,1413379588.000000,,,,,"69,71",161.000000,51.845336,5.868830,De Nieuwe Winkel,,,+31243225093,6511 RW,,osm_node_994555192,,Hertogstraat,,1433782851.000000,http://www.denieuwewinkel.com
food,,RU,1384022274.000000,,,,,,162.000000,55.931762,37.520235,Subway,,,,,,osm_node_1012787341,,,,1433782852.000000,http://subway.ru/
default,City of Ottawa,CA,1398793100.000000,,,,,8,164.000000,45.400173,-75.711595,Sun of A Gun,,,,,,osm_node_1016031172,Ontario,Railway Street,,1433782852.000000,
default,City of Ottawa,CA,1394239136.000000,,,,,541,170.000000,45.426451,-75.693962,http://www.themodernshop.ca/,,,,,,osm_node_1134771353,Ontario,Sussex Drive,,1433782855.000000,
shopping,,US,1397057901.000000,,,,,2943,171.000000,47.664818,-122.295816,Counterbalance Bicycles,,,,98105,,osm_node_1152085626,Washington,NE Blakeley St,,1433782855.000000,http://www.counterbalancebicycles.com/
default,,GB,1417699718.000000,,,,,,166.000000,51.476787,-3.178707,CeX Cardiff,,,,,,osm_node_1035258619,,Cardiff Central Square,,1433782853.000000,
default,,SK,1365876147.000000,,,,,,167.000000,48.144272,17.106547,Progressbar,,,,,,osm_node_1096120193,,,,1433782854.000000,http://www.progressbar.sk
food,,CZ,1429107086.000000,,,,,,168.000000,50.086459,14.405318,U Malířů,,,,,,osm_node_1097310478,,,,1433782854.000000,
nightlife,,CH,1417216944.000000,,,,,3,169.000000,46.518396,6.634068,QWERTZ,,,,1003,,osm_node_1129155319,,Rue de la Grotte,,1433782855.000000,http://www.standardcafe.ch
nightlife,San Diego,US,1402005836.000000,,,,,3811,131.000000,32.747809,-117.129764,Rooted Kava Bar,,,619-255-6475,92104,,osm_node_766268942,California,Ray Street,,1433782839.000000,https://rootedkavabar.com/
nightlife,Fitzroy,AU,1390044177.000000,,,,,125,130.000000,-37.805240,144.983027,Grumpy's Green,,,+61 3 94161944,3065,,osm_node_763651276,Victoria,Smith Street,,1433782839.000000,http://www.grumpysgreen.com/
default,,IE,1388753318.000000,,,,,,128.000000,53.284784,-6.132708,Michal Photo,,,,,,osm_node_722271086,,,,1433782838.000000,http://www.michal-photo.com
default,,CZ,1412783131.000000,,,,,26,173.000000,49.780881,14.450354,Andrago Winery,,,,25744,,osm_node_1172394325,,,,1433782856.000000,http://www.andrago.cz
shopping,,FR,1373125113.000000,,,,,76,175.000000,48.843103,2.244305,John Landot,,,,,,osm_node_1180644958,,Rue du Château,,1433782857.000000,
lodging,Castlegar,CA,1405579333.000000,,,,,1944,189.000000,49.296331,-117.655599,Sandman Hotel Castlegar,,,250 365 8444,V1N 2W7,,osm_node_1294055764,British Columbia,Columbia Avenue,,1433782861.000000,http://www.sandmanhotels.ca/hotels/castlegar/
lodging,,US,1365922552.000000,,,,,680,180.000000,37.793707,-122.404209,Pacific Tradewinds Hostel,,,,,,osm_node_1205027816,California,Sacramento Street,,1433782858.000000,http://www.san-francisco-hostel.com/
food,,DE,1429987347.000000,,,,,,178.000000,51.217703,6.781741,La Lampada,,,,,,osm_node_1195141202,,,,1433782858.000000,http://www.lalampada.de
default,Wrocław,PL,1394048908.000000,,,,,26,179.000000,51.085929,17.016939,soon bitcoinkiosk.ch,,,,,,osm_node_1200489271,,Aleja Wiśniowa,,1433782858.000000,
food,,US,1397269594.000000,,,,,11101,183.000000,30.395815,-97.719638,Bamboo Bistro North,,,(512) 821-0022,,,osm_node_1245024653,Texas,Burnet Road,,1433782859.000000,http://north.bamboobistroonline.menufy.com/
default,,AR,1401047989.000000,,,,,9,181.000000,-34.866261,-58.042591,Farmacia Optica Agostini,,,+54 221 4722573,1896,,osm_node_1214938403,,CAMINO CENTENARIO Y DIAGONAL 92,,1433782859.000000,
shopping,Memmingen,DE,1385468467.000000,,atelier69@msn.com,,,7,182.000000,47.986026,10.179831,Ulrich Buhmann,,,+49 8331 48747,87700,,osm_node_1243877429,,Zwinggasse,,1433782859.000000,http://www.schmuckkraftwerk.de/
food,,US,1397272545.000000,,,,,10710,185.000000,30.398656,-97.747427,Bombay Bistro,,,512-342-2252,,,osm_node_1249568437,Texas,Research Boulevard,,1433782860.000000,http://bombay-bistro-research.menufy.com/
default,Prague,CZ,1362308915.000000,,rada@brmlab.cz,,,1,184.000000,50.098467,14.435906,brmlab,,,+420608801582,17000,,osm_node_1245556962,,Bubenská,,1433782860.000000,http://brmlab.cz/
food,St. Petersburg,US,1416843973.000000,,,,,111,194.000000,27.773918,-82.633613,The Ale and the Witch,,Sa-Su 15:00-24:00,+1-727-821-2533,33701,,osm_node_1315119882,Florida,2nd Ave NE,,1433782863.000000,
nightlife,Berlin,DE,1366234717.000000,,info@devils-kitchen.com,,,11,186.000000,52.493776,13.418117,devil's kitchen - bar & restaurant,,16:00+,0176 60945942,10967,,osm_node_1256737683,,Graefestraße,,1433782860.000000,http://devils-kitchen.com
lodging,,BG,1418307770.000000,,,,,,187.000000,42.762129,27.829487,EcoHotel Gora,,,+359 (0) 899 360 360,,,osm_node_1264564024,,,,1433782861.000000,http://www.ecohotelgora.com/
shopping,Mississauga,CA,1426900708.000000,,,,,119,193.000000,43.549595,-79.587653,Euro Flowers,,,,L5H 1E9,,osm_node_1313989921,Ontario,Lakeshore Road West,,1433782863.000000,http://www.euroflowers.ca
cafe,Hannover,DE,1418634218.000000,,,,,56,190.000000,52.373943,9.706477,Bohne,,,,30451,,osm_node_1300229225,,Limmerstraße,,1433782862.000000,
default,Glasgow,GB,1408378523.000000,,,,,254-290,192.000000,55.865469,-4.262776,CeX Glasgow Sauchiehall,,"Monday-Friday: 9am-6pm, Sunday: 11am-5pm",,G2 3EH,,osm_node_1312364652,,Sauchiehall Street,,1433782862.000000,
lodging,Calgary AB,CA,1405576418.000000,,,,,8001,215.000000,50.981573,-114.045222,Sandman Hotel & Suites Calgary South,,,403 252 7263,T2H 0B8,,osm_node_1379435640,Alberta,11 Street SE,,1433782871.000000,http://www.sandmanhotels.ca/hotels/calgary-south/
food,,US,1396332282.000000,,,,,4376,199.000000,39.040850,-94.417593,King Wok,,,816-373-3171,,,osm_node_1358364139,Missouri,S Noland Rd,,1433782865.000000,http://kingwokmo.com/
transport,,IT,1423738983.000000,,info@petrol-airport.it,,,,195.000000,46.038443,11.123043,Area di Servizio Petrol-Airport,,,,,,osm_node_1318116512,,,,1433782863.000000,http://petrol-airport.it/
food,Chaguanas,TT,1429528825.000000,,,,,195,197.000000,10.556875,-61.415486,Nick's Cafe,,,+1868 671-9292,,,osm_node_1327438001,,Caroni Savannah Road,,1433782864.000000,
lodging,Cagliari,IT,1418408492.000000,,info@cagliarinovecento.it,,,23,198.000000,39.216013,9.111132,Affittacamere B&B Cagliari Novecento,,,+39 070650607,09124,,osm_node_1332805104,,Via Giovanni Maria Angioy,,1433782864.000000,http://www.cagliarinovecento.it
food,,US,1396333406.000000,,,,,4400,201.000000,39.040201,-94.416048,Mama Garden,,,816-373-0666,,,osm_node_1361085152,Missouri,South Noland Road,,1433782866.000000,http://mamagardenmo.com/
food,,ES,1415272730.000000,,,,,,200.000000,40.435125,-3.683520,Bofinn,,,,,,osm_node_1359795121,,Calle de Diego de León,,1433782865.000000,
cafe,Pittsburgh,US,1367162582.000000,,,,,232,210.000000,40.457879,-79.925400,Oh Yeah!,,,412-200-5574,15206,,osm_node_1371543261,penna,South Highland Avenue,,1433782869.000000,http://theohyeah.com
food,,ES,1415272615.000000,,,,,85,202.000000,40.436591,-3.686576,Tamero,,,,,,osm_node_1361587785,,Calle de Serrano,,1433782866.000000,
food,,ES,1403285375.000000,,,,,17,203.000000,40.437361,-3.686552,La Úrsula,,,,,,osm_node_1361587792,,Calle de López de Hoyos,,1433782867.000000,
food,,ES,1415272642.000000,,,,,,204.000000,40.437451,-3.686503,La Taberna,,,,,,osm_node_1361587800,,Calle de Serrano,,1433782867.000000,
food,,ES,1415272509.000000,,,,,,205.000000,40.436165,-3.684821,La Armonia,,,,,,osm_node_1364704729,,Calle del General Oráa,,1433782867.000000,
food,,ES,1415272593.000000,,,,,118,206.000000,40.436197,-3.686248,Mesón 5Jotas,,,,28006,,osm_node_1364704733,,Calle de Serrano,,1433782868.000000,
food,,ES,1415272574.000000,,,,,,207.000000,40.436407,-3.686189,Ori,,,,,,osm_node_1364704736,,Calle de Serrano,,1433782868.000000,
food,,ES,1415272698.000000,,,,,,208.000000,40.435169,-3.684965,El Séptimo,,,,,,osm_node_1366075265,,Calle de Diego de León,,1433782868.000000,
food,,ES,1415272713.000000,,,,,,209.000000,40.435201,-3.684493,El Asador de Aranda,,,,,,osm_node_1366075277,,Calle de Diego de León,,1433782869.000000,
default,Berlin,DE,1407061614.000000,,,,,93,211.000000,52.517755,13.458180,do you space,,,,10247,,osm_node_1372898402,,Rigaer Straße,,1433782869.000000,http://www.doyouspace.net/
shopping,Graz,AT,1403451621.000000,,,,,40,212.000000,47.063834,15.442346,Fahrradküche Graz,,Th 17:00-21:00,,8010,,osm_node_1373592781,,Schießstattgasse,,1433782870.000000,http://www.fahrradkueche.com/
shopping,Berlin,DE,1380906332.000000,,,,,8,213.000000,52.513369,13.462218,Tricky Tunes,,,,10247,,osm_node_1374234641,,Mainzer Straße,,1433782870.000000,
default,Helsinki,FI,1409162341.000000,,,,,36a,214.000000,60.164537,24.932751,Helsinki Shooting Club,,,+358 9 8569 6980,00180,,osm_node_1377610483,,Albertinkatu,,1433782870.000000,
lodging,,CA,1405578763.000000,,,,,,172.000000,43.642270,-79.631136,Stage West,,,,,,osm_node_1171627903,Ontario,,,1433782856.000000,http://www.sandmanhotels.ca/hotels/toronto-airport/
attraction,,CA,1385815253.000000,,,,,,176.000000,49.880725,-119.504094,Doctor Recommended,,,,,,osm_node_1182749203,British Columbia,,,1433782857.000000,http://www.doctorrecommendedmusic.com/
food,Boulder,US,1413064829.000000,,,,,675,177.000000,39.999106,-105.253975,Moe's Original Bar B Que,,,+1 303 4404227,,,osm_node_1185570523,Colorado,30th Street,,1433782857.000000,http://www.moesoriginalbbq.com/
default,Paris,FR,1465975365.000000,1st florist to accept bitcoin in Paris,atelierdelephemere@orange.fr,,,10,8227.000000,48.829357,2.368948,L'atelier de l'éphémère,,,+33145851414,75013,,,,Jeanne d'Arc,,1465975440.000000,http://www.atelierdelephemere.com
default,Seoul,KR,1488434921.000000,,,,,,9527.000000,50.110644,14.466548,Seoul Coin,,,,,,,,,,1488434938.000000,
default,Vienna,AT,1488455740.000000,Stadler Völkel Attorneys at Law provide expert advice in selected areas of commercial and business law.,office@svlaw.at,StadlerVoelkelRechtsanwaelte,,24,9528.000000,48.204641,16.374087,Stadler Völkel Rechtsanwälte,Stadler Volkel Rechtsanwalte,,+43 1 997 1025,1010,,,,Seilerstätte,,1488455740.000000,http://www.svlaw.at
default,Albany,US,1402449591.000000,,,,,467,219.000000,42.640269,-73.784384,Organica: Garden Supply & Hydroponics,,,518-729-5950,12209,,osm_node_1404744875,New York,Delaware Avenue,,1433782873.000000,http://www.OrganicaGardenSupply.com
default,Palo Alto,US,1415410545.000000,,,,,2123,221.000000,37.426901,-122.147963,Red Door Movie Rental,,,(650) 330-1201,94306,,osm_node_1432280517,California,El Camino Real,,1433782873.000000,http://reddoormovies.com/
food,"Cambridge, Massachusetts",US,1367401404.000000,,,,,450,222.000000,42.363664,-71.101129,VeggieGalaxy,,Mo-Th 07:00-22:00; Fr 07:00-23:00;  Sa 09:00-23:00; Su 09:00-22:00,+1 617 4971513,,,osm_node_1447593250,Massachusetts,Massachusetts Ave.,,1433782874.000000,http://veggiegalaxy.com/
shopping,,US,1418872293.000000,,,,,,226.000000,39.972403,-75.134511,The Bicycle Stable,,,,,,osm_node_1479238356,penna,,,1433782875.000000,
food,,US,1397301292.000000,,,,,620,227.000000,30.268916,-97.742835,Thai Passion - Downtown,,,(512) 472-1244,,,osm_node_1481372842,Texas,Congress Ave,,1433782875.000000,http://thaipassiondowntown.menufy.com/
lodging,Ritten - Renon,IT,1395831877.000000,,,,,45,318.000000,46.563711,11.413674,Bergasthof Plörr,,,,39054,,osm_node_1991003959,,Oberinn,,1433782910.000000,http://www.ploerr.com
grocery,Rovereto,IT,1423589906.000000,,info@drogheriamicheli.it,,,16,223.000000,45.888989,11.043928,Drogheria Micheli,,,+39 0464 421154,38068,,osm_node_1457025326,,Via Mercerie,,1433782874.000000,http://www.drogheriamicheli.it/
shopping,Bratislava,SK,1393556209.000000,,,,,13,224.000000,48.147143,17.118802,Silver Moon,,"Mo-Fr 10:00-11:30,12:00-18:00",,811 08,,osm_node_1470674920,,Cintorínska,,1433782874.000000,http://www.silvermoon.sk/
lodging,Rotterdam,NL,1392415051.000000,,,,,199,225.000000,51.915147,4.464326,Hotel van Walsum,,,+31104363275,3014 HC,,osm_node_1477798665,,Mathenesserlaan,,1433782875.000000,http://hotelvanwalsum.nl
food,Manhattan,US,1395400820.000000,,,,,1120,228.000000,39.185056,-96.574061,Green Tea Sushi Bar,,,785-539-9888,66502,,osm_node_1483865248,Kansas,Laramie Street,,1433782876.000000,http://greentea.menufy.com/
lodging,Cambria,US,1388651481.000000,,,,,,230.000000,35.572302,-121.112038,Mariner's Inn,,,+1 805 927 4624,CA 93428,,osm_node_1484764401,California,Moonstone Beach Drive,,1433782876.000000,http://www.marinersinncambria.com/
default,Rochester,US,1388441567.000000,,,,,72,232.000000,43.155058,-77.618934,Netsville,,,,14614,,osm_node_1503088501,New York,Cascade Drive,,1433782877.000000,http://netsville.com
nightlife,Madrid,ES,1409824787.000000,,,,,63,229.000000,40.432669,-3.687272,Callejón de Serrano,,,+34 918310489,28006,,osm_node_1483924474,,Calle de Serrano,,1433782876.000000,http://www.elcallejondeserrano.com/
shopping,Bozeman,US,1383176751.000000,,,,,2740,242.000000,45.672306,-111.074024,Rooks Comics and Games,,12:00-22:00,406-556-2153,59718,,osm_node_1573003147,Montana,West Main Street,,1433782880.000000,
food,Salt Lake City,US,1389025552.000000,,,,,344  S,244.000000,40.761646,-111.888534,Pie Hole,,,801-359-4653,,,osm_node_1581342044,Utah,State Street,,1433782881.000000,http://pieholeutah.com/
default,Westerstede,DE,1383905170.000000,,,,,12,233.000000,53.258832,7.924502,Rechtsanwalt Daniel Dietrich,,,04488 520 3333,26655,,osm_node_1504737798,,Am Brookwehr,,1433782877.000000,https://www.anwalt-wst.de
default,Harrow,GB,1414404490.000000,,,,,280,234.000000,51.582147,-0.332312,M & M Hair and Beauty,,,+44 20 3601 3013,,,osm_node_1508663640,,Station Road,,1433782878.000000,
default,,GB,1417699719.000000,,,,,282,235.000000,51.582115,-0.332359,CeX Harrow,,,,,,osm_node_1508663692,,Station Road,,1433782878.000000,
default,Ghent,BE,1424461007.000000,,,,,75,236.000000,51.059721,3.732600,Whitespace,,,,,,osm_node_1528717378,,Blekerijstraat,,1433782878.000000,http://0x20.be/
nightlife,Gent centrum,BE,1428010563.000000,,,,,18,237.000000,51.054705,3.721504,5 voor 12,,,,9000,,osm_node_1532795016,,Korenmarkt,,1433782879.000000,http://www.vijfvoortwaalf.be/
food,,TH,1393939077.000000,,,,,,238.000000,12.928025,100.874346,Pattaya Beer Garden,,,+66 38 710754,,,osm_node_1557038866,,Beach Rd,,1433782879.000000,http://www.pattayabeergarden.com/
default,Milano,IT,1374227669.000000,,,,,,240.000000,45.460931,9.106109,MBR Architettura,,,,20152,,osm_node_1563721020,,Via delle Forze Armate,,1433782880.000000,http://luce.co.nf
default,Denver,US,1418083670.000000,,,,,2314,247.000000,39.754824,-104.987136,Unleaded Group,,07:00-20:00,(720) 221-7126,80205,,osm_node_1618338809,Colorado,Broadway,,1433782882.000000,http://www.unleadedsoftware.com/
food,Sankt Peter-Ording,DE,1388764725.000000,,,,,17,243.000000,54.315705,8.608352,Friesenkate,,,,25826,,osm_node_1578098342,,Im Bad,,1433782881.000000,
food,,IE,1390081801.000000,,,,,,245.000000,53.203906,-6.101129,3 Amigos,,,,,,osm_node_1590910131,,,,1433782881.000000,
cafe,Wien,AT,1401361632.000000,,,,,72,246.000000,48.191622,16.395116,Cafe & Bar Diesels,,"Mo-Fr 16:00-02:00;Sa ""for private partys only""",,1030,,osm_node_1600335827,,Rennweg,,1433782882.000000,http://www.diesels.at
food,stamford,US,1407201243.000000,,,,,82,252.000000,41.037499,-73.524094,Brennan's By The Beach,,11AM - 1AM,203-323-1787,06902,,osm_node_1666083164,Connecticut,Iroquois Rd,,1433782884.000000,http://www.brennansbythebeach.com/
food,,AR,1404804983.000000,,,,,401,248.000000,-34.596169,-58.373228,Porto Pirata,,,+54 (11) 4314 1233,,,osm_node_1625178367,,Marcelo T. de Alvear,,1433782882.000000,
cafe,Albany,US,1392000270.000000,,,,,5,218.000000,42.654094,-73.750415,The French Press Cafe & Creperie,,07:00-18:00,,12207,,osm_node_1400582171,New York,Clinton Square,,1433782872.000000,
food,Milano,IT,1401180699.000000,,,,,7,250.000000,45.479727,9.221082,EDA Milano,,Mo 11:00-14:30;Tu-Sa 11:00-24:00;Su 11:00-14:30,+39 02 26681962,20133,,osm_node_1652682809,,Via Filippino Lippi,,1433782883.000000,http://edamilano.com/
food,,US,1396010273.000000,,,,,3750,253.000000,37.751009,-97.261746,Two Brothers BBQ Woodlawn,,,316-691-8950,,,osm_node_1671589650,Kansas,North Woodlawn Street,,1433782884.000000,http://twobroswoodlawn.menufy.com/
